image,title,duration,genre,description,ratings,director,cast1,cast2,cast3,cast4
"https://m.media-amazon.com/images/M/MV5BZTlmYTJmMWEtNDRhNy00ODc1LTg2OTMtMjk2ODJhNTA4YTE1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Omoide No Mânî,103 min,"Animation, Drama, Family","Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",72,James Simone,Hiromasa Yonebayashi,Sara Takatsuki,Kasumi Arimura,Nanako Matsushima
"https://m.media-amazon.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_UX67_CR0,0,67,98_AL_.jpg",The Theory Of Everything,123 min,"Biography, Drama, Romance",A look at the relationship between the famous physicist Stephen Hawking and his wife.,72,James Marsh,Eddie Redmayne,Felicity Jones,Tom Prior,Sophie Perry
"https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Kingsman: The Secret Service,129 min,"Action, Adventure, Comedy","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",60,Matthew Vaughn,Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine
"https://m.media-amazon.com/images/M/MV5BNTVkMTFiZWItOTFkOC00YTc3LWFhYzQtZTg3NzAxZjJlNTAyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Fault In Our Stars,126 min,"Drama, Romance",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,69,Josh Boone,Shailene Woodley,Ansel Elgort,Nat Wolff,Laura Dern
"https://m.media-amazon.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Me And Earl And The Dying Girl,105 min,"Comedy, Drama","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",74,Alfonso Gomez-Rejon,Thomas Mann,RJ Cyler,Olivia Cooke,Nick Offerman
"https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Birdman Or (The Unexpected Virtue Of Ignorance),119 min,"Comedy, Drama","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",87,Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,Edward Norton,Andrea Riseborough
"https://m.media-amazon.com/images/M/MV5BMTQ5NTg5ODk4OV5BMl5BanBnXkFtZTgwODc4MTMzMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",La Vie D'Adèle,180 min,"Drama, Romance","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",89,Abdellatif Kechiche,Léa Seydoux,Adèle Exarchopoulos,Salim Kechiouche,Aurélien Recoing
"https://m.media-amazon.com/images/M/MV5BMTgwNTAwMjEzMF5BMl5BanBnXkFtZTcwNzMzODY4OA@@._V1_UY98_CR3,0,67,98_AL_.jpg",Kai Po Che!,130 min,"Drama, Sport",Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,40,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,Amrita Puri
"https://m.media-amazon.com/images/M/MV5BMTQzMzg2Nzg2MF5BMl5BanBnXkFtZTgwNjUzNzIzMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Broken Circle Breakdown,111 min,"Drama, Music, Romance","Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",70,Felix van Groeningen,Veerle Baetens,Johan Heldenbergh,Nell Cattrysse,Geert Van Rampelberg
"https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Captain America: The Winter Soldier,136 min,"Action, Adventure, Sci-Fi","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",70,Anthony Russo,Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson
"https://m.media-amazon.com/images/M/MV5BOTc3NzAxMjg4M15BMl5BanBnXkFtZTcwMDc2ODQwNw@@._V1_UY98_CR3,0,67,98_AL_.jpg",Rockstar,159 min,"Drama, Music, Musical","Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",,Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,Shammi Kapoor,Kumud Mishra
"https://m.media-amazon.com/images/M/MV5BOGQzODdlMDktNzU4ZC00N2M3LWFkYTAtYTM1NTE0ZWI5YTg4XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX67_CR0,0,67,98_AL_.jpg",Nebraska,115 min,"Adventure, Comedy, Drama","An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",87,Alexander Payne,Bruce Dern,Will Forte,June Squibb,Bob Odenkirk
"https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Wreck-It Ralph,101 min,"Animation, Adventure, Comedy","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",72,Rich Moore,John C. Reilly,Jack McBrayer,Jane Lynch,Sarah Silverman
"https://m.media-amazon.com/images/M/MV5BNjg0OTM5OTQyNV5BMl5BanBnXkFtZTgwNDg5NDQ0NTE@._V1_UY98_CR2,0,67,98_AL_.jpg",Le Petit Prince,108 min,"Animation, Adventure, Drama","A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",70,Mark Osborne,Jeff Bridges,Mackenzie Foy,Rachel McAdams,Marion Cotillard
"https://m.media-amazon.com/images/M/MV5BMTM3NzQzMDA5Ml5BMl5BanBnXkFtZTcwODA5NTcyNw@@._V1_UY98_CR0,0,67,98_AL_.jpg",Detachment,98 min,Drama,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,52,Tony Kaye,Adrien Brody,Christina Hendricks,Marcia Gay Harden,Lucy Liu
"https://m.media-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Midnight In Paris,96 min,"Comedy, Fantasy, Romance","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",81,Woody Allen,Owen Wilson,Rachel McAdams,Kathy Bates,Kurt Fuller
"https://m.media-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Lego Movie,100 min,"Animation, Action, Adventure","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",83,Christopher Miller,Phil Lord,Chris Pratt,Will Ferrell,Elizabeth Banks
"https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Gravity,91 min,"Drama, Sci-Fi, Thriller",Two astronauts work together to survive after an accident leaves them stranded in space.,96,Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen
"https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Star Trek Into Darkness,132 min,"Action, Adventure, Sci-Fi","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",72,J.J. Abrams,Chris Pine,Zachary Quinto,Zoe Saldana,Benedict Cumberbatch
"https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Beasts Of No Nation,137 min,"Drama, War","A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",79,Cary Joji Fukunaga,Abraham Attah,Emmanuel Affadzi,Ricky Adelayitor,Andrew Adote
"https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",The Social Network,120 min,"Biography, Drama","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",95,David Fincher,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara
"https://m.media-amazon.com/images/M/MV5BMTg5OTMxNzk4Nl5BMl5BanBnXkFtZTcwOTk1MjAwNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",X: First Class,131 min,"Action, Adventure, Sci-Fi","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",65,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon
"https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Hangover,100 min,Comedy,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",73,Todd Phillips,Zach Galifianakis,Bradley Cooper,Justin Bartha,Ed Helms
"https://m.media-amazon.com/images/M/MV5BMWZiNjE2OWItMTkwNy00ZWQzLWI0NTgtMWE0NjNiYTljN2Q1XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_UX67_CR0,0,67,98_AL_.jpg",Skyfall,143 min,"Action, Adventure, Thriller","James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",81,Sam Mendes,Daniel Craig,Javier Bardem,Naomie Harris,Judi Dench
"https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Silver Linings Playbook,122 min,"Comedy, Drama, Romance","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",81,David O. Russell,Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver
"https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Argo,120 min,"Biography, Drama, Thriller","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",86,Ben Affleck,Ben Affleck,Bryan Cranston,John Goodman,Alan Arkin
"https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",(500) Days Of Summer,95 min,"Comedy, Drama, Romance","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",76,Marc Webb,Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend,Chloë Grace Moretz
"https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Harry Potter And The Deathly Hallows: Part 1,146 min,"Adventure, Family, Fantasy","As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",65,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Bill Nighy
"https://m.media-amazon.com/images/M/MV5BOTc3YmM3N2QtODZkMC00ZDE5LThjMTQtYTljN2Y1YTYwYWJkXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Gake No Ue No Ponyo,101 min,"Animation, Adventure, Comedy","A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",86,Hayao Miyazaki,Cate Blanchett,Matt Damon,Liam Neeson,Tomoko Yamaguchi
"https://m.media-amazon.com/images/M/MV5BOTY4NTU2NTU4NF5BMl5BanBnXkFtZTcwNjE0OTc5MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Frost/Nixon,122 min,"Biography, Drama, History",A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,80,Ron Howard,Frank Langella,Michael Sheen,Kevin Bacon,Sam Rockwell
"https://m.media-amazon.com/images/M/MV5BNDliMTMxOWEtODM3Yi00N2QwLTg4YTAtNTE5YzBlNTA2NjhlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",Papurika,90 min,"Animation, Drama, Fantasy","When a machine that allows therapists to enter their patients' dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it.",81,Satoshi Kon,Megumi Hayashibara,Tôru Emori,Katsunosuke Hori,Tôru Furuya
"https://m.media-amazon.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Changeling,141 min,"Biography, Crime, Drama",Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,63,Clint Eastwood,Angelina Jolie,Colm Feore,Amy Ryan,Gattlin Griffith
"https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Flipped,90 min,"Comedy, Drama, Romance",Two eighth-graders start to have feelings for each other despite being total opposites.,45,Rob Reiner,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Anthony Edwards
"https://m.media-amazon.com/images/M/MV5BMzA4ZGM1NjYtMjcxYS00MTdiLWJmNzEtMTUzODY0NDQ0YzUzXkEyXkFqcGdeQXVyMzYwMjQ3OTI@._V1_UY98_CR1,0,67,98_AL_.jpg",Toki O Kakeru Shôjo,98 min,"Animation, Adventure, Comedy","A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",,Mamoru Hosoda,Riisa Naka,Takuya Ishida,Mitsutaka Itakura,Ayami Kakiuchi
"https://m.media-amazon.com/images/M/MV5BZDNlNjEzMzQtZDM0MS00YzhiLTk0MGUtYTdmNDZiZGVjNTk0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Death Note: Desu Nôto,126 min,"Crime, Drama, Fantasy","A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals.",,Shûsuke Kaneko,Tatsuya Fujiwara,Ken'ichi Matsuyama,Asaka Seto,Yû Kashii
"https://m.media-amazon.com/images/M/MV5BMmE3OWZhZDYtOTBjMi00NDIwLTg1NWMtMjg0NjJmZWM4MjliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",This Is England,101 min,"Crime, Drama","A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",86,Shane Meadows,Thomas Turgoose,Stephen Graham,Jo Hartley,Andrew Shim
"https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",Ex Machina,108 min,"Drama, Sci-Fi, Thriller",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,78,Alex Garland,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,Sonoya Mizuno
"https://m.media-amazon.com/images/M/MV5BMjIxODEyOTQ5Ml5BMl5BanBnXkFtZTcwNjE3NzI5Mw@@._V1_UY98_CR1,0,67,98_AL_.jpg",Efter Brylluppet,120 min,Drama,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",78,Susanne Bier,Mads Mikkelsen,Sidse Babett Knudsen,Rolf Lassgård,Neeral Mulchandani
"https://m.media-amazon.com/images/M/MV5BMjM1NTkxNjkzMl5BMl5BanBnXkFtZTgwNDgwMDAxMzE@._V1_UY98_CR1,0,67,98_AL_.jpg",The Last King Of Scotland,123 min,"Biography, Drama, History",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,74,Kevin Macdonald,James McAvoy,Forest Whitaker,Gillian Anderson,Kerry Washington
"https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Zodiac,157 min,"Crime, Drama, Mystery","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",78,David Fincher,Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo,Anthony Edwards
"https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Lucky Number Slevin,110 min,"Action, Crime, Drama","A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",53,Paul McGuigan,Josh Hartnett,Ben Kingsley,Morgan Freeman,Lucy Liu
"https://m.media-amazon.com/images/M/MV5BMTQyODczNjU3NF5BMl5BanBnXkFtZTcwNjQ0NDIzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Joyeux Noël,116 min,"Drama, History, Music","In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",70,Christian Carion,Diane Kruger,Benno Fürmann,Guillaume Canet,Natalie Dessay
"https://m.media-amazon.com/images/M/MV5BNTEzOTYwMTcxN15BMl5BanBnXkFtZTcwNTgyNjI1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Control,122 min,"Biography, Drama, Music","A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",78,Anton Corbijn,Sam Riley,Samantha Morton,Craig Parkinson,Alexandra Maria Lara
"https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_UX67_CR0,0,67,98_AL_.jpg",Tangled,100 min,"Animation, Adventure, Comedy","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",71,Nathan Greno,Byron Howard,Mandy Moore,Zachary Levi,Donna Murphy
"https://m.media-amazon.com/images/M/MV5BODFlNTI0ZWQtOTcxNC00OTc0LTkwZDUtMmNkM2I1ZWFlYzZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY98_CR2,0,67,98_AL_.jpg",Zwartboek,145 min,"Drama, Thriller, War","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",71,Paul Verhoeven,Carice van Houten,Sebastian Koch,Thom Hoffman,Halina Reijn
"https://m.media-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_UX67_CR0,0,67,98_AL_.jpg",Brokeback Mountain,134 min,"Drama, Romance","The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",87,Ang Lee,Jake Gyllenhaal,Heath Ledger,Michelle Williams,Randy Quaid
"https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",3:10 To Yuma,122 min,"Action, Crime, Drama",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,76,James Mangold,Russell Crowe,Christian Bale,Ben Foster,Logan Lerman
"https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Crash,112 min,"Crime, Drama, Thriller","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",66,Paul Haggis,Don Cheadle,Sandra Bullock,Thandie Newton,Karina Arroyave
"https://m.media-amazon.com/images/M/MV5BMjZiOTNlMzYtZWYwZS00YWJjLTk5NDgtODkwNjRhMDI0MjhjXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg",Kung Fu,99 min,"Action, Comedy, Fantasy","In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",78,Stephen Chow,Stephen Chow,Wah Yuen,Qiu Yuen,Siu-Lung Leung
"https://m.media-amazon.com/images/M/MV5BYTIyMDFmMmItMWQzYy00MjBiLTg2M2UtM2JiNDRhOWE4NjBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Bourne Supremacy,108 min,"Action, Mystery, Thriller","When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",73,Paul Greengrass,Matt Damon,Franka Potente,Joan Allen,Brian Cox
"https://m.media-amazon.com/images/M/MV5BNjk1NzBlY2YtNjJmNi00YTVmLWI2OTgtNDUxNDE5NjUzZmE0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",The Machinist,101 min,"Drama, Thriller",An industrial worker who hasn't slept in a year begins to doubt his own sanity.,61,Brad Anderson,Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón,John Sharian
"https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Ray,152 min,"Biography, Drama, Music","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",73,Taylor Hackford,Jamie Foxx,Regina King,Kerry Washington,Clifton Powell
"https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_UX67_CR0,0,67,98_AL_.jpg",Lost In Translation,102 min,"Comedy, Drama",A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,89,Sofia Coppola,Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris
"https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Harry Potter And The Goblet Of Fire,157 min,"Adventure, Family, Fantasy","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",81,Mike Newell,Daniel Radcliffe,Emma Watson,Rupert Grint,Eric Sykes
"https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Man On Fire,146 min,"Action, Crime, Drama","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",47,Tony Scott,Denzel Washington,Christopher Walken,Dakota Fanning,Radha Mitchell
"https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Coraline,100 min,"Animation, Drama, Family","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",80,Henry Selick,Dakota Fanning,Teri Hatcher,John Hodgman,Jennifer Saunders
"https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Last Samurai,154 min,"Action, Drama",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,55,Edward Zwick,Tom Cruise,Ken Watanabe,Billy Connolly,William Atherton
"https://m.media-amazon.com/images/M/MV5BMTI2NzU1NTc1NF5BMl5BanBnXkFtZTcwOTQ1MjAwMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",The Magdalene Sisters,114 min,Drama,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,83,Peter Mullan,Eileen Walsh,Dorothy Duffy,Nora-Jane Noone,Anne-Marie Duff
"https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",Good Bye Lenin!,121 min,"Comedy, Drama, Romance","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",68,Wolfgang Becker,Daniel Brühl,Katrin Saß,Chulpan Khamatova,Florian Lukas
"https://m.media-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",In America,105 min,Drama,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,76,Jim Sheridan,Paddy Considine,Samantha Morton,Djimon Hounsou,Sarah Bolger
"https://m.media-amazon.com/images/M/MV5BYzEyNzc0NjctZjJiZC00MWI1LWJlOTMtYWZkZDAzNzQ0ZDNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",I Am Sam,132 min,Drama,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,28,Jessie Nelson,Sean Penn,Michelle Pfeiffer,Dakota Fanning,Dianne Wiest
